rank,player,year,age,team,league,war,wins,losses,win_loss_percentage,earned_run_average,games,games_started,games_finished,complete_games,shoutouts,saves,innings_pitched,hits,runs,earned_runs,home_runs,walks,intentional_walks,strikeouts,hit_by_pitch,balks,wild_pitches,batters_faced,era_plus,fip,whip,hits_per9,home_runs_per9,walks_per9,strikeouts_per9,strikeout_walk_ratio
770,Dominic Smith*,,29,BOS,AL,0.1,0,0,,0,3,0,3,0,0,0,3,2,0,0,0,1,0,0,0,0,0,11,,4.17,1,6,0,3,0,0
771,Owen White,,24,TEX,AL,-0.3,0,0,,24,3,0,2,0,0,0,3,9,8,8,1,1,0,0,0,0,0,18,18,8.5,3.333,27,3,3,0,0
772,Connor Brogdon,,29,2TM,NL,-0.8,0,1,0,24,4,0,2,0,0,0,3,5,9,8,4,6,0,3,0,0,1,19,21,24.5,3.667,15,12,18,9,0.5
772,Connor Brogdon,,29,PHI,NL,-0.7,0,1,0,27,3,0,1,0,0,0,2,3,7,6,2,6,0,3,0,0,1,14,18,22.17,4.5,13.5,9,27,13.5,0.5
772,Connor Brogdon,,29,LAD,NL,-0.1,0,0,,18,1,0,1,0,0,0,1,2,2,2,2,0,0,0,0,0,0,5,31,29.17,2,18,18,0,0,
773,Luis Guillorme,,29,2TM,2LG,-0.1,0,0,,12,3,0,3,0,0,0,3,4,4,4,1,2,0,0,0,0,0,15,43,9.5,2,12,3,6,0,0
773,Luis Guillorme,,29,ATL,NL,-0.1,0,0,,36,1,0,1,0,0,0,1,3,4,4,1,1,0,0,0,0,0,7,16,19.17,4,27,9,9,0,0
773,Luis Guillorme,,29,LAA,AL,0.1,0,0,,0,2,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,8,,4.67,1,4.5,0,4.5,0,0
774,Joe Jacques*,,29,2TM,2LG,-0.1,0,0,,9,2,0,0,0,0,0,3,6,3,3,1,1,0,2,1,0,1,16,58,8.17,2.333,18,3,3,6,2
774,Joe Jacques*,,29,BOS,AL,0,0,0,,5.4,1,0,0,0,0,0,1.2,3,1,1,0,0,0,2,1,0,1,9,94,2.57,1.8,16.2,0,0,10.8,
774,Joe Jacques*,,29,ARI,NL,-0.1,0,0,,13.5,1,0,0,0,0,0,1.1,3,2,2,1,1,0,0,0,0,0,7,39,15.17,3,20.3,6.8,6.8,0,0
775,Jonathan Bowlan,,27,KCR,AL,-0.2,0,1,0,13.5,1,1,0,0,0,0,2.2,6,4,4,3,3,0,3,0,0,0,17,35,18.92,3.375,20.3,10.1,10.1,10.1,1
776,Julio Teheran,,33,NYM,NL,-0.2,0,0,,13.5,1,1,0,0,0,0,2.2,6,4,4,1,2,0,3,0,0,0,16,33,8.04,3,20.3,3.4,6.8,10.1,1.5
777,Rowdy Tellez*,,29,PIT,NL,0,0,0,,6.75,3,0,3,0,0,0,2.2,5,2,2,0,1,0,0,2,0,0,15,71,6.54,2.25,16.9,0,3.4,0,0
778,John Curtiss,,31,COL,NL,-0.2,0,0,,15.43,3,0,2,0,0,0,2.1,6,4,4,2,0,0,1,0,0,0,12,34,13.45,2.571,23.1,7.7,0,3.9,
779,Parker Dunshee,,29,ATL,NL,-0.1,0,0,,19.29,1,0,0,0,0,0,2.1,4,5,5,2,2,0,3,1,0,0,14,25,15.59,2.571,15.4,7.7,7.7,11.6,1.5
780,Seth Johnson,,25,PHI,NL,-0.4,0,1,0,34.71,1,1,0,0,0,0,2.1,8,9,9,1,3,0,0,0,0,0,18,14,12.59,4.714,30.9,3.9,11.6,0,0
781,Ryan Loutos,,25,STL,NL,0.1,0,0,,0,3,0,3,0,0,0,2.1,2,0,0,0,1,0,0,0,0,0,10,,4.45,1.286,7.7,0,3.9,0,0
782,Justin Topa,,33,MIN,AL,0.2,0,0,,0,3,0,2,0,0,0,2.1,1,0,0,0,0,0,2,0,0,0,8,,1.45,0.429,3.9,0,0,7.7,
783,Tejay Antone,,30,CIN,NL,0,0,0,,4.5,4,0,2,0,0,0,2,2,2,1,0,4,0,2,0,0,0,11,115,7.17,3,9,0,18,9,0.5
784,Dylan Dodd*,,26,ATL,NL,-0.1,0,0,,9,1,0,1,0,0,0,2,4,2,2,0,1,0,2,0,0,0,9,55,2.67,2.5,18,0,4.5,9,2
785,Jake Eder*,,25,CHW,AL,0,0,0,,4.5,1,0,1,0,0,0,2,2,1,1,0,1,0,1,1,0,1,9,109,5.17,1.5,9,0,4.5,4.5,1
786,Ian Gibaut,,30,CIN,NL,0,0,0,,4.5,2,0,0,0,0,0,2,3,1,1,0,1,0,1,0,0,0,10,115,3.67,2,13.5,0,4.5,4.5,1
787,Austin Hedges,,31,CLE,AL,0.1,0,0,,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,,4.67,0.5,0,0,4.5,0,0
788,David Hensley,,28,MIA,NL,0,0,0,,9,1,0,1,0,0,0,2,2,2,2,0,1,0,0,1,0,0,10,56,6.17,1.5,9,0,4.5,0,0
789,Isiah Kiner-Falefa,,29,TOR,AL,0,0,0,,4.5,2,0,2,0,0,0,2,1,1,1,0,2,0,0,0,0,0,9,108,6.17,1.5,4.5,0,9,0,0
790,Zac Kristofak,,26,LAA,AL,0,0,0,,0,1,0,1,0,0,0,2,3,2,0,0,2,0,2,0,0,0,11,,4.17,2.5,13.5,0,9,9,1
791,Zach Logue*,,28,LAD,NL,-0.2,0,0,,18,2,0,1,0,0,0,2,6,4,4,1,0,0,4,0,0,0,12,26,5.67,3,27,4.5,0,18,
792,Zach McKinstry,,29,DET,AL,-0.1,0,0,,9,3,0,3,0,0,0,2,1,2,2,1,1,0,0,0,0,0,8,54,11.17,1,4.5,4.5,4.5,0,0
793,Owen Miller,,27,MIL,NL,-0.1,0,0,,18,1,0,1,0,0,0,2,5,4,4,1,1,0,0,0,0,0,12,27,11.17,3,22.5,4.5,4.5,0,0
794,Leo Rivas,,26,SEA,AL,0,0,0,,0,2,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,9,,3.17,1,9,0,0,0,
795,Josh Rojas,,30,SEA,AL,0,0,0,,9,2,0,2,0,0,0,2,1,2,2,1,2,0,0,0,0,0,8,50,12.67,1.5,4.5,4.5,9,0,0
796,Ben Rortvedt,,26,TBR,AL,0,0,0,,4.5,1,0,1,0,0,0,2,3,1,1,1,2,0,1,0,0,0,11,105,11.67,2.5,13.5,4.5,9,4.5,0.5
797,Alex Speas,,26,HOU,AL,0,0,0,,4.5,1,0,1,0,0,0,2,2,1,1,1,1,0,2,0,0,0,8,105,9.17,1.5,9,4.5,4.5,9,2
798,Jose Trevino,,31,NYY,AL,-0.1,0,0,,13.5,2,0,2,0,0,0,2,5,3,3,0,2,0,0,0,0,0,13,35,6.17,3.5,22.5,0,9,0,0
799,Ildemaro Vargas,,32,WSN,NL,0,0,0,,4.5,2,0,2,0,0,0,2,3,1,1,1,0,0,0,1,0,0,9,106,11.17,1.5,13.5,4.5,0,0,
800,Vidal Bruján,,26,MIA,NL,-0.3,0,0,,43.2,2,0,1,0,0,0,1.2,7,8,8,2,3,0,1,1,0,0,16,12,24.77,6,37.8,10.8,16.2,5.4,0.33
801,Brady Feigl*,,33,PIT,NL,-0.2,0,0,,32.4,1,0,0,0,0,0,1.2,7,6,6,1,0,0,0,0,0,0,11,16,10.97,4.2,37.8,5.4,0,0,
802,Eric Orze,,26,NYM,NL,-0.2,0,1,0,21.6,2,0,0,0,0,0,1.2,3,4,4,1,2,0,1,1,0,0,11,22,15.17,3,16.2,5.4,10.8,5.4,0.5
803,Willi Castro,,27,MIN,AL,0.1,0,0,,0,2,0,2,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,4,,3.17,0,0,0,0,0,
804,Brandon Crawford,,37,STL,NL,-0.1,0,0,,27,1,0,1,0,0,0,1.1,3,4,4,0,2,0,0,1,0,0,10,20,9.92,3.75,20.3,0,13.5,0,0
805,Gavin Hollowell,,26,CHC,NL,0.1,0,0,,0,1,0,1,0,0,0,1.1,2,0,0,0,0,0,1,0,0,0,6,,1.67,1.5,13.5,0,0,6.8,
806,Matt Wallner,,26,MIN,AL,0.1,0,0,,0,1,0,1,0,0,0,1.1,2,0,0,0,0,0,0,0,0,0,6,,3.17,1.5,13.5,0,0,0,
807,Andrew Wantz,,28,LAA,AL,0,0,0,,6.75,1,0,0,0,0,0,1.1,1,1,1,1,1,0,3,0,0,0,6,79,10.67,1.5,6.8,6.8,6.8,20.3,3
808,Eddy Alvarez,,34,NYM,NL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,5,,4.17,1,9,0,0,9,
809,Tucker Barnhart,,33,ARI,NL,-0.1,0,0,,18,1,0,1,0,0,0,1,4,2,2,1,0,0,0,0,0,0,7,32,16.17,4,36,9,0,0,
810,David Bote,,31,CHC,NL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,,6.17,2,9,0,9,0,0
811,Raymond Burgos*,,25,SFG,NL,-0.1,0,0,,9,1,0,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,7,60,4.17,4,27,0,9,9,1
812,Marc Church,,23,TEX,AL,0,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,,1.17,1,9,0,0,9,
813,Kody Clemens,,28,PHI,NL,0,0,0,,9,1,0,1,0,0,0,1,2,1,1,1,1,0,0,0,0,0,6,64,19.17,3,18,9,9,0,0
814,Ernie Clement,,28,TOR,AL,0,0,0,,9,1,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,5,63,3.17,2,18,0,0,0,
815,Dylan Coleman,,27,HOU,AL,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,,4.17,1,0,0,9,9,1
816,Miguel Díaz,,29,HOU,AL,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,3.17,0,0,0,0,0,
817,Lucas Gilbreath*,,28,COL,NL,-0.4,0,0,,54,3,0,0,0,0,0,1,7,6,6,1,1,0,0,1,0,0,12,11,22.17,8,63,9,9,0,0
818,Garrett Hampson,,29,KCR,AL,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,,6.17,0,0,0,0,0,
819,Tyler Heineman,,33,TOR,AL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,,3.17,1,9,0,0,0,
820,Aaron Hicks,,34,LAA,AL,-0.1,0,0,,18,1,0,1,0,0,0,1,2,2,2,1,1,0,0,0,0,0,6,32,19.17,3,18,9,9,0,0
821,Grae Kessinger,,26,HOU,AL,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,3.17,0,0,0,0,0,
822,Adam Kloffenstein,,23,STL,NL,0.1,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,3.17,0,0,0,0,0,
823,Matt Krook*,,29,BAL,AL,-0.1,0,0,,18,1,0,0,0,0,0,1,1,3,2,1,1,0,2,0,0,0,6,30,15.17,2,9,9,9,18,2
824,Nick Loftin,,25,KCR,AL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,,3.17,1,9,0,0,0,
825,James McCann,,34,BAL,AL,-0.1,0,0,,18,1,0,1,0,0,0,1,2,2,2,1,0,0,0,0,0,0,5,30,16.17,2,18,9,0,0,
826,James Meeker,,29,MIL,NL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,,6.17,2,9,0,9,0,0
827,Danny Mendick,,30,CHW,AL,0,0,0,,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,,3.17,2,18,0,0,0,
828,Anthony Misiewicz*,,29,NYY,AL,0.1,0,0,,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,6,,4.17,3,18,0,9,9,1
829,Nick Pratto*,,25,KCR,AL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,,1.17,1,9,0,0,9,
830,Pablo Reyes,,30,BOS,AL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,,6.17,2,9,0,9,0,0
831,Miguel Rojas,,35,LAD,NL,0,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,,3.17,1,9,0,0,0,
832,Andrew Saalfrank*,,26,ARI,NL,-0.3,0,0,,36,2,0,1,0,0,0,1,2,4,4,0,4,1,0,0,0,1,8,16,15.17,6,18,0,36,0,0
833,Chasen Shreve*,,33,COL,NL,0.1,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,,3.17,1,9,0,0,0,
834,Pavin Smith*,,28,ARI,NL,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,,9.17,1,0,0,9,0,0
835,Michael Stefanic,,28,LAA,AL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,,6.17,1,9,0,0,0,
836,Cole Tucker,,27,LAA,AL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,,6.17,2,9,0,9,0,0
837,Donovan Walton,,30,SFG,NL,0,0,0,,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,,3.17,2,18,0,0,0,
838,Amos Willingham,,25,WSN,NL,-0.1,0,0,,18,1,0,1,0,0,0,1,2,2,2,1,0,0,1,0,0,0,5,31,14.17,2,18,9,0,9,
839,Weston Wilson,,29,PHI,NL,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,,3.17,1,9,0,0,0,
840,Mike Yastrzemski*,,33,SFG,NL,-0.1,0,0,,18,1,0,1,0,0,0,1,2,2,2,0,3,0,0,0,0,0,8,30,12.17,5,18,0,27,0,0
841,Evan Kravetz*,,27,CIN,NL,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,,3.17,0,0,0,0,0,
842,Matt Mervis,,26,CHC,NL,-0.2,0,0,,81,1,0,0,0,0,0,0.2,7,6,6,0,0,0,0,0,0,0,9,8,3.17,10.5,94.5,0,0,0,
843,Luis Ortiz,,28,PHI,NL,-0.1,0,0,,27,1,0,0,0,0,0,0.2,3,2,2,0,0,0,0,0,0,0,4,24,3.17,4.5,40.5,0,0,0,
844,Lyon Richardson,,24,CIN,NL,-0.1,0,0,,27,1,0,0,0,0,0,0.2,2,2,2,1,1,0,1,0,0,0,5,25,24.17,4.5,27,13.5,13.5,13.5,1
845,Clayton Andrews*,,27,NYY,AL,-0.1,0,0,,27,1,0,0,0,0,0,0.1,1,1,1,1,0,0,1,1,0,0,3,32,45.17,3,27,27,0,27,
846,Oswaldo Cabrera,,25,NYY,AL,0,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,3,,21.17,6,0,0,54,0,0
847,Blair Henley,,27,HOU,AL,-0.3,0,0,,135,1,1,0,0,0,0,0.1,4,5,5,0,3,0,0,1,0,0,9,6,39.17,21,108,0,81,0,0
848,Evan Justice*,,25,COL,NL,0,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,1,0,1,0,0,0,2,,6.17,3,0,0,27,27,1
849,Matt Koch,,33,COL,NL,-0.5,0,0,,81,2,0,1,0,0,1,0.1,3,4,3,1,1,0,0,0,0,0,5,11,51.17,12,81,27,27,0,0
850,Jhonny Pereda,,28,MIA,NL,0,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.17,0,0,0,0,0,
851,Miguel Sanó,,31,LAA,AL,0,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.17,0,0,0,0,0,
852,Luis Torrens,,28,NYM,NL,0,0,0,,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.17,0,0,0,0,0,
853,Patrick Wisdom,,32,CHC,NL,0,0,0,,0,1,0,1,0,0,0,0.1,1,0,0,0,1,0,0,0,0,0,3,,12.17,6,27,0,27,0,0
854,Carl Edwards Jr.,,32,SDP,NL,0,0,0,,,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,3,,,,,,,,0
855,Wander Suero,,32,HOU,AL,0,0,1,0,,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,
